10,102,646,432,429,220
10,103,913,284,116,101
10,104,-278,375,267,103
10,105,-163,397,328,158
10,107,1564,464,185,180
10,108,949,214,87,80
11,91,885,310,118,103
11,97,-33,328,549,188
11,98,477,344,251,117
11,100,-918,405,320,119
11,101,135,416,250,433
11,102,539,425,433,216
11,103,914,288,113,98
11,104,-322,371,260,101
11,105,-224,393,323,155
11,107,1481,461,197,178
11,108,950,215,85,78
12,91,885,310,118,103
12,97,-76,327,553,190
12,98,425,344,254,117
12,100,-987,408,315,116
12,101,143,407,259,450
12,102,435,421,434,211
12,103,913,288,115,100
12,104,-367,368,255,99
12,105,-285,388,318,152
12,107,1393,454,210,177
12,108,950,215,85,77
13,91,885,310,118,103
13,97,257,418,579,202
13,98,373,343,256,118
13,100,-1056,411,310,114
13,101,151,398,269,466
13,102,343,414,431,210
13,103,914,290,113,98
13,104,-411,365,249,96
13,105,-347,383,314,150
13,107,1303,447,223,176
13,108,951,216,83,75
14,91,885,310,118,103
14,97,185,413,571,202
14,98,321,342,258,120
14,100,-1125,413,305,113
14,101,160,389,277,482
14,102,252,408,427,208
14,103,916,293,109,96
14,104,-455,362,243,93
14,105,-408,378,309,148
14,107,1216,443,232,171
14,108,952,216,81,74
15,91,885,310,118,103
15,97,101,406,563,202
15,98,270,342,259,120
15,100,-1194,416,300,111
15,101,168,380,287,499
15,102,160,402,424,206
15,103,916,295,109,95
15,104,-499,358,236,92
15,105,-469,373,304,146
15,107,1126,437,246,173
15,108,953,216,80,74
16,91,885,310,118,103
16,97,15,399,550,200
16,98,218,341,262,121
16,100,-1263,418,296,110
16,101,176,371,296,515
16,102,69,396,420,204
16,103,916,296,108,94
16,104,-543,355,230,89
16,105,-530,368,299,143
16,107,1039,433,255,169
16,108,954,217,78,72
17,91,885,311,118,102
17,97,-29,399,552,201
17,98,166,340,264,122
17,100,-1332,421,291,107
17,101,184,362,306,531
17,102,4,389,403,195
17,103,915,294,109,96
17,104,-587,352,224,86
17,105,-592,363,295,141
17,107,952,428,263,165
17,108,954,217,77,71
18,91,885,311,118,102
18,97,-73,399,555,202
18,98,114,340,266,123
18,100,-1401,423,286,106
18,101,192,353,315,547
18,102,-45,384,384,191
18,103,916,296,108,94
18,104,-632,348,219,85
18,105,-653,358,289,139
18,107,862,421,275,165
18,108,955,218,76,69
19,91,885,311,118,103
19,97,-118,399,559,204
19,98,63,339,268,124
19,100,-1470,426,281,104
19,101,200,344,325,564
19,102,-80,382,353,182
19,103,916,297,107,93
19,104,-676,345,212,82
19,105,-714,353,284,136
19,107,776,416,282,163
19,108,956,218,74,68
20,91,885,311,118,103
20,97,-162,400,561,204
20,98,11,338,270,125
20,100,-1539,429,277,102
20,101,208,335,334,580
20,102,-159,376,346,179
20,103,916,297,108,94
20,104,-720,342,206,79
20,105,-775,348,279,134
20,107,693,412,286,160
20,108,957,219,73,66
21,91,885,311,118,103
21,97,-207,400,565,205
21,98,-40,338,271,125
21,100,-1608,431,272,101
21,101,216,326,344,596
21,102,-239,370,340,176
21,103,916,297,108,94
21,104,-764,338,200,78
21,105,-837,343,275,132
21,107,611,408,290,157
21,108,958,219,71,66
22,91,885,311,118,103
22,97,-251,400,567,207
22,98,-92,337,274,127
22,100,-1677,434,267,98
22,101,224,317,353,612
22,102,-318,365,333,172
22,103,916,297,107,94
22,104,-808,335,194,75
22,105,-898,338,270,130
22,107,530,404,296,155
22,108,958,220,70,64
23,91,885,311,118,103
23,97,-296,400,571,208
23,98,-144,336,276,128
23,100,-1746,436,262,97
23,101,233,308,362,629
23,102,-398,359,328,169
23,103,916,298,107,93
23,104,-852,332,187,72
23,105,-959,333,265,127
23,107,448,399,301,154
23,108,959,220,69,63
24,91,885,311,118,103
24,97,-340,400,573,209
24,98,-195,335,277,129
24,100,-1815,439,258,95
24,101,241,299,371,645
24,102,-478,353,322,166
24,103,916,298,107,93
24,104,-896,329,181,70
24,105,-1021,328,260,125
24,107,375,395,300,150
24,108,960,221,67,61
25,91,885,311,118,103
25,97,-385,401,577,210
25,98,-247,335,279,130
25,100,-1884,441,253,94
25,101,249,290,381,661
25,102,-557,348,315,162
25,103,916,298,107,92
25,104,-941,325,176,68
25,105,-1082,323,255,123
25,107,298,392,299,147
25,108,961,221,65,60
26,91,885,311,118,103
26,97,-429,401,579,211
26,98,-299,334,283,131
26,100,-1953,444,248,92
26,101,257,281,390,678
26,102,-637,342,309,159
26,103,917,298,106,92
26,104,-985,322,170,65
26,105,-1143,318,250,120
26,107,224,388,301,145
26,108,961,222,65,59
27,91,885,311,118,103
27,97,-474,401,583,212
27,98,-351,333,285,132
27,100,-2022,446,243,90
27,101,265,272,400,694
27,102,-716,336,302,156
27,103,917,298,106,92
27,104,-1029,319,163,63
27,105,-1204,314,245,117
27,107,151,385,300,143
27,108,962,222,63,58
28,91,885,311,118,103
28,97,-518,401,586,214
28,98,-402,333,286,132
28,100,-2091,449,239,88
28,101,273,263,409,710
28,102,-796,331,296,152
28,103,917,299,106,91
28,104,-1073,315,157,61
28,105,-1266,309,241,115
28,107,81,381,299,141
28,108,963,223,62,56
29,91,885,311,119,103
29,97,-563,401,589,215
29,98,-454,332,289,134
29,100,-2160,452,234,86
29,101,281,254,419,726
29,102,-875,325,289,149
29,103,917,299,106,92
29,104,-1117,312,151,58
29,105,-1327,304,236,113
29,107,13,377,297,139
29,108,964,223,60,55
30,97,-607,402,593,215
30,102,-955,319,283,146
30,103,917,300,105,91
30,104,-1161,309,145,56
30,105,-1388,299,230,110
30,107,-31,372,291,137
30,108,965,224,58,53
31,97,-652,402,596,216
31,102,-1034,314,276,142
31,103,915,298,108,93
31,104,-1205,305,138,54
31,105,-1449,294,225,108
31,107,-61,368,277,135
31,108,965,224,58,52
32,97,-696,402,599,218
32,102,-1114,308,270,139
32,103,915,298,108,93
32,104,-1250,302,133,51
32,105,-1511,289,221,106
32,107,-125,364,273,133
32,108,966,225,56,51
33,97,-741,402,602,219
33,102,-1193,302,263,136
33,103,915,298,108,93
33,104,-1294,299,127,49
33,105,-1572,284,216,103
33,107,-189,359,270,132
33,108,967,225,54,50
34,97,-786,402,606,220
34,102,-1273,297,257,132
34,103,916,298,107,93
34,104,-1338,296,121,46
34,105,-1633,279,211,101
34,107,-253,355,267,130
34,108,968,225,53,49
35,97,-830,403,608,221
35,102,-1352,291,250,129
35,103,915,299,108,92
35,104,-1382,292,114,45
35,105,-1695,274,207,99
35,107,-318,350,265,129
35,108,969,226,51,47
36,97,-875,403,612,222
36,102,-1432,285,244,126
36,103,915,299,108,92
36,104,-1426,289,108,42
36,105,-1756,269,201,97
36,107,-382,345,262,128
36,108,969,226,51,46
37,97,-919,403,615,223
37,102,-1511,280,237,122
37,103,915,299,108,92
37,105,-1817,264,196,94
37,107,-446,341,259,126
37,108,970,227,49,45
38,97,-964,403,618,225
38,102,-1591,274,232,119
38,103,915,299,109,93
38,105,-1878,259,191,92
38,107,-510,336,255,125
38,108,971,227,47,44
39,97,-1008,403,621,226
39,102,-1670,268,225,116
39,103,915,299,109,93
39,105,-1940,254,187,90
39,107,-574,332,252,123
40,97,-1053,404,624,226
40,102,-1750,263,219,112
40,103,915,299,109,93
40,107,-638,327,249,122
41,97,-1097,404,627,228
41,102,-1830,257,213,109
41,103,915,299,109,93
41,107,-702,323,246,120
42,97,-1142,404,630,229
42,102,-1909,251,206,106
42,103,915,299,109,93
42,107,-766,318,242,119
43,97,-1186,404,633,230
43,102,-1989,246,200,102
43,103,915,299,109,93
43,107,-830,314,239,117
44,97,-1231,404,636,232
44,102,-2068,240,193,99
44,103,915,299,109,93
44,107,-894,309,236,115
45,97,-1275,405,639,232
45,102,-2148,234,187,96
45,103,915,299,109,94
45,107,-959,305,233,113
46,97,-1320,405,643,233
46,102,-2227,229,180,92
46,103,915,299,109,94
46,107,-1023,300,230,112
47,102,-2307,223,174,89
47,103,915,300,109,93
47,107,-1087,296,227,110
48,102,-2386,217,167,86
48,103,915,300,109,93
48,107,-1151,291,224,109
49,102,-2466,212,161,82
49,103,915,300,109,93
49,107,-1215,287,220,107
50,103,915,300,109,93
50,107,-1279,282,217,106
51,103,915,300,109,94
51,107,-1343,278,214,104
52,103,915,300,109,94
52,107,-1407,273,210,103
53,103,915,300,109,94
53,107,-1471,269,207,101
54,103,915,300,109,94
54,107,-1535,264,204,100
55,103,915,301,109,93
55,107,-1600,260,202,98
56,103,915,301,109,93
56,107,-1664,255,198,97
57,103,915,301,109,94
57,107,-1728,251,195,94
58,103,915,301,109,94
58,107,-1792,246,192,93
59,103,915,301,109,94
59,107,-1856,242,188,91
60,103,915,299,108,92
60,107,-1920,237,185,90
61,103,915,299,108,91
61,107,-1984,232,182,89
62,103,915,299,108,91
62,112,846,155,65,47
63,103,915,298,108,92
63,112,848,156,65,47
64,103,915,298,108,92
64,112,852,157,65,47
65,103,915,298,108,92
65,112,854,158,67,49
66,103,915,298,108,92
66,112,857,161,67,49
67,103,915,298,108,92
67,112,859,162,68,49
68,103,915,298,108,92
68,112,859,162,71,51
69,103,915,298,108,92
69,112,862,163,71,52
70,103,915,298,108,92
70,112,863,166,72,52
71,103,915,298,108,92
71,112,866,169,70,51
72,103,915,298,108,92
72,112,868,171,71,52
73,103,915,298,108,92
73,112,870,173,71,52
74,103,915,298,108,92
74,112,872,174,71,52
75,103,915,298,108,92
75,112,875,175,70,52
76,103,915,298,108,92
76,112,877,176,71,53
77,103,915,298,108,92
77,112,879,177,71,53
78,103,915,298,108,92
78,112,881,179,71,53
79,103,915,298,108,92
79,112,881,180,74,55
80,103,915,298,109,93
80,112,882,181,75,56
81,103,915,298,109,94
81,112,884,182,75,57
82,103,915,298,109,94
82,112,885,183,76,58
82,113,839,128,64,53
83,103,915,298,109,94
83,112,886,184,77,58
83,113,842,130,64,52
84,103,915,298,109,94
84,112,887,185,78,59
84,113,844,131,65,53
85,103,915,298,109,94
85,112,888,186,78,60
85,113,847,132,65,54
86,103,915,298,109,94
86,112,889,187,78,60
86,113,851,134,66,53
87,103,916,298,107,93
87,112,889,188,79,61
87,113,855,134,67,55
88,103,915,298,109,93
88,112,892,191,78,60
88,113,857,135,68,55
89,103,915,298,109,92
89,112,895,194,74,57
89,113,860,136,69,56
90,103,915,297,108,93
90,112,896,195,73,57
90,113,863,137,69,56
91,103,915,297,108,93
91,112,897,196,74,57
91,113,866,138,69,57
92,103,915,297,108,93
92,112,898,198,73,57
92,113,865,135,75,62
93,103,915,297,108,93
93,112,898,199,75,58
93,113,867,135,76,64
94,103,915,297,108,93
94,112,898,199,77,60
94,113,870,137,76,64
95,103,915,297,108,93
95,112,900,200,76,60
95,113,874,139,75,64
96,103,915,297,108,93
96,112,901,202,77,60
96,113,875,140,77,65
97,103,914,297,109,93
97,112,899,201,79,62
97,113,878,140,77,67
98,103,914,297,109,93
98,112,899,201,79,63
98,113,879,144,76,64
99,103,914,297,109,93
99,112,900,202,79,63
99,113,882,145,76,65
99,117,1140,397,518,235
100,103,915,296,109,94
100,112,901,203,77,62
100,113,882,147,76,66
100,117,959,386,513,230
101,103,915,295,109,94
101,112,901,204,78,62
101,113,884,148,77,67
101,117,787,379,499,220
102,103,915,295,109,94
102,112,902,205,78,63
102,113,887,149,75,67
102,117,614,367,500,218
103,103,915,295,109,94
103,112,903,206,78,63
103,113,889,151,76,66
103,117,457,359,492,211
104,103,915,295,109,94
104,112,904,208,78,62
104,113,891,152,77,67
104,117,309,355,477,202
105,103,915,295,110,94
105,112,904,209,79,63
105,113,893,153,77,68
105,117,168,348,465,194
106,103,915,295,110,94
106,112,905,210,79,63
106,113,895,154,78,69
106,117,34,340,459,190
107,103,915,294,110,95
107,112,906,211,80,63
107,113,897,155,79,69
107,117,-48,332,442,184
108,103,914,294,111,95
108,112,907,212,80,64
108,113,899,156,80,70
108,117,-108,327,419,181
109,103,914,294,111,95
109,112,907,213,81,64
109,113,901,158,80,70
109,117,-229,320,406,175
110,103,914,294,111,95
110,112,908,214,81,64
110,113,903,159,81,70
110,117,-350,312,394,170
111,103,914,294,111,95
111,112,909,215,81,65
111,113,905,160,82,71
111,117,-471,305,382,164
112,103,914,294,111,95
112,112,909,216,82,65
112,113,907,161,82,72
112,117,-592,298,369,159
113,103,915,297,109,94
113,112,910,217,82,65
113,113,910,162,82,73
113,117,-713,290,356,154
113,118,178,614,550,386
114,103,915,298,109,94
114,112,911,218,82,66
114,113,912,163,83,73
114,117,-834,283,344,148
114,118,358,632,585,402
115,103,915,297,110,95
115,112,912,219,82,66
115,113,914,165,84,73
115,117,-955,276,331,142
115,118,454,642,602,414
116,103,916,297,108,94
116,112,912,220,83,66
116,113,916,166,84,74
116,117,-1076,269,318,137
116,118,550,652,620,426
117,103,916,297,108,94
117,112,913,221,83,67
117,113,918,167,85,74
117,117,-1198,261,307,132
117,118,646,662,637,438
118,103,916,297,108,94
118,112,914,222,83,67
118,113,920,168,86,75
118,117,-1319,254,294,126
118,118,743,672,653,449
119,103,917,297,107,94
119,112,914,223,85,67
119,113,922,169,86,76
119,117,-1440,247,281,120
119,118,839,682,670,461
120,103,917,297,106,93
120,112,915,224,85,68
120,113,924,170,87,77
120,117,-1561,239,268,115
120,118,935,693,687,472
121,103,917,298,106,92
121,112,916,225,85,68
121,113,926,172,88,76
121,117,-1682,232,256,110
121,118,1031,703,705,484
122,103,917,298,106,92
122,112,917,226,85,68
122,113,928,173,89,77
122,117,-1803,225,243,104
122,118,1127,713,722,496
123,103,917,298,106,92
123,112,917,227,86,69
123,113,930,174,89,78
123,117,-1924,217,230,99
123,118,1224,723,738,508
123,123,407,848,337,229
124,103,917,298,106,92
124,112,918,228,86,69
124,113,932,175,90,78
124,117,-2045,210,218,93
124,118,1320,733,755,519
124,123,541,870,308,208
125,103,917,298,106,92
125,112,919,229,86,69
125,113,934,176,91,79
125,117,-2166,203,205,88
125,118,1416,743,772,531
125,123,676,891,277,188
126,103,917,298,106,92
126,112,919,230,87,70
126,113,937,177,90,80
126,117,-2287,195,192,83
126,118,1512,754,790,542
126,123,810,912,247,168
127,103,917,298,106,92
127,112,920,231,87,70
127,113,839,124,63,54
127,117,-2409,188,180,77
127,118,1609,764,806,554
127,123,945,934,217,147
128,103,916,298,106,92
128,112,921,232,87,70
128,113,840,124,63,54
128,117,-2530,181,168,71
128,118,1705,774,823,566
128,123,1079,955,187,127
129,103,916,298,106,91
129,112,922,233,87,71
129,113,842,126,63,52
129,117,-2651,173,155,67
129,118,1801,784,840,578
129,123,1214,976,157,107
130,103,916,298,106,91
130,112,922,234,88,71
130,113,841,126,62,51
130,117,-2772,166,142,61
130,118,1897,794,857,589
130,123,1348,998,127,86
131,103,916,298,106,91
131,113,840,125,61,50
131,117,-2893,159,130,55
131,118,1993,804,875,601
131,123,1483,1019,96,65
132,103,916,298,106,91
132,113,840,125,59,49
132,117,-3014,151,117,50
132,118,2090,814,891,613
132,123,1617,1040,67,45
133,103,916,298,106,91
133,113,839,124,58,49
133,117,-3135,144,104,45
133,118,2186,825,908,624
133,123,1752,1062,36,24
134,103,916,298,106,91
134,113,838,124,57,47
134,117,-3256,137,91,39
134,118,2282,835,925,636
134,123,1886,1083,7,4
135,103,916,298,108,92
135,113,837,123,56,47
135,117,-3377,129,79,34
135,118,2378,845,942,647
135,123,2021,1104,-24,-16
136,103,916,298,108,92
136,113,836,123,56,46
136,117,-3499,122,67,28
136,118,2474,855,960,659
136,123,2155,1126,-54,-37
137,103,915,296,109,95
137,113,835,123,55,45
137,117,-3620,115,54,23
137,118,2571,865,976,671
137,123,2290,1147,-84,-57
138,103,915,296,109,95
138,113,834,122,54,44
138,117,-3741,107,42,18
138,118,2667,875,993,683
138,123,2424,1168,-114,-77
139,103,915,296,109,95
139,113,834,122,52,43
139,118,2763,885,1010,695
139,123,2559,1190,-144,-98
140,103,915,296,109,95
140,113,833,121,51,43
140,118,2859,896,1027,706
140,123,2693,1211,-174,-118
141,103,915,296,109,95
141,113,865,135,69,58
141,118,2956,906,1044,717
141,123,2828,1232,-205,-139
142,103,915,296,109,95
142,113,866,136,70,59
142,118,3052,916,1061,729
142,123,2962,1254,-234,-160
142,126,209,690,278,283
143,103,915,296,109,95
143,113,867,136,71,60
143,118,3148,926,1078,741
143,123,3097,1275,-265,-180
143,126,270,699,290,294
144,103,916,297,107,94
144,113,869,137,70,60
144,118,3244,936,1095,753
144,123,3231,1296,-294,-200
144,126,331,707,302,307
145,103,916,297,107,94
145,113,869,137,71,61
145,123,3366,1317,-325,-220
145,126,391,715,314,319
145,127,881,792,677,283
146,103,916,297,107,94
146,113,870,137,72,62
146,123,3500,1339,-355,-241
146,126,452,723,326,332
146,127,1226,824,604,252
147,103,916,298,107,93
147,113,872,137,73,63
147,123,3635,1360,-385,-261
147,126,512,732,339,343
147,127,1487,860,510,215
148,103,916,298,107,93
148,113,874,138,72,63
148,123,3769,1381,-415,-281
148,126,573,740,350,356
148,127,1728,887,454,191
149,103,916,298,107,93
149,113,876,138,73,64
149,123,3904,1403,-445,-302
149,126,633,748,363,368
149,127,1969,914,399,168
150,103,916,298,107,93
150,113,877,139,72,64
150,123,4038,1424,-475,-323
150,126,694,756,375,381
150,127,2210,940,343,145
151,103,916,298,107,93
151,113,877,139,73,65
151,123,4173,1445,-506,-343
151,126,755,765,386,392
151,127,2451,967,288,121
152,103,916,298,107,93
152,113,878,141,73,65
152,123,4307,1467,-535,-364
152,126,815,773,399,405
152,127,2692,994,232,98
153,103,916,298,107,93
153,113,879,141,72,66
153,123,4442,1488,-566,-384
153,126,876,781,411,417
153,127,2933,1021,177,74
154,103,916,298,107,93
154,113,880,142,72,66
154,126,936,789,423,430
154,127,3174,1047,121,52
155,103,916,298,107,93
155,113,881,143,72,66
155,126,997,798,435,442
155,127,3415,1074,66,28
156,103,916,298,107,93
156,113,882,144,72,66
156,126,1058,806,447,454
156,127,3656,1101,10,4
157,103,916,298,107,93
157,113,883,145,73,66
157,126,1118,814,459,467
157,127,3897,1128,-45,-19
158,103,916,298,107,93
158,113,884,145,73,67
158,126,1179,822,471,479
158,127,4138,1154,-101,-42
159,103,916,298,107,93
159,113,885,146,74,67
159,126,1239,831,483,491
159,127,4379,1181,-156,-66
160,103,917,298,106,93
160,113,885,149,68,63
160,126,1300,839,495,503
160,127,4620,1208,-212,-89
161,103,917,298,106,93
161,113,885,150,69,63
161,126,1360,847,508,516
161,127,4861,1235,-267,-113
162,103,914,295,111,96
162,113,886,151,69,62
162,126,1421,855,519,528
162,127,5102,1262,-323,-137
163,103,914,294,111,97
163,113,887,152,69,62
163,126,1482,864,531,540
163,127,5343,1288,-378,-159
164,103,914,294,111,97
164,113,888,153,69,62
164,126,1542,872,544,552
164,127,5584,1315,-434,-183
165,103,914,294,111,97
165,113,889,154,69,62
165,126,1603,880,555,565
165,127,5825,1342,-489,-207
165,128,1229,417,429,222
166,103,916,295,108,95
166,113,890,155,69,62
166,126,1663,889,568,576
166,127,6066,1369,-545,-230
166,128,1041,402,425,218
167,103,916,295,108,95
167,113,891,155,69,63
167,126,1724,897,580,589
167,127,6307,1395,-600,-253
167,128,865,393,416,211
168,103,916,295,108,94
168,113,892,156,68,63
168,126,1784,905,592,601
168,127,6548,1422,-656,-276
168,128,695,387,403,201
169,103,916,295,108,94
169,113,893,157,68,62
169,126,1845,913,604,614
169,127,6789,1449,-711,-300
169,128,531,378,402,197
170,103,916,295,108,94
170,113,894,158,68,62
170,126,1906,922,616,625
170,127,7030,1476,-767,-324
170,128,374,367,403,195
171,103,917,297,106,93
171,113,895,159,68,62
171,126,1966,930,628,638
171,127,7271,1502,-822,-346
171,128,233,361,391,187
172,103,917,297,106,93
172,113,895,160,69,62
172,126,2027,938,640,651
172,127,7512,1529,-878,-370
172,128,98,355,380,179
173,103,917,298,106,92
173,113,896,161,69,62
173,127,7753,1556,-933,-394
173,128,-11,348,371,175
174,103,917,298,106,93
174,113,897,162,69,62
174,127,7994,1583,-989,-417
174,128,-81,342,350,169
175,103,917,298,106,93
175,113,898,163,69,62
175,127,8235,1609,-1044,-440
175,128,-209,334,339,164
176,103,917,298,106,93
176,113,899,163,68,62
176,127,8476,1636,-1100,-464
176,128,-337,326,329,159
177,103,916,297,108,94
177,113,900,164,68,62
177,127,8717,1663,-1155,-487
177,128,-465,318,318,154
178,103,916,297,108,94
178,113,901,165,68,62
178,128,-593,310,307,149
179,103,916,296,108,94
179,113,902,166,68,62
179,128,-721,303,296,142
180,103,916,298,107,92
180,113,903,167,68,62
180,128,-849,295,285,137
181,103,916,298,107,92
181,113,904,168,68,62
181,128,-977,287,274,132
182,103,916,298,107,92
182,113,905,169,68,62
182,128,-1105,279,263,127
183,103,916,298,107,92
183,113,905,170,69,61
183,128,-1233,272,252,121
184,103,916,298,107,92
184,113,906,171,68,61
184,128,-1361,264,241,116
185,103,916,298,106,92
185,113,907,171,68,62
185,128,-1489,256,230,111
186,103,917,298,105,92
186,113,908,172,68,62
186,128,-1617,248,219,106
187,103,917,298,105,92
187,113,909,173,68,62
187,128,-1745,240,208,101
188,103,917,298,105,92
188,113,910,174,68,62
188,128,-1873,233,197,94
189,103,917,298,105,92
189,113,911,175,68,62
189,128,-2001,225,186,89
190,103,917,299,105,91
190,113,912,176,68,61
190,128,-2129,217,175,84
191,103,917,299,105,91
191,128,-2257,209,164,79
192,103,917,298,106,92
192,128,-2385,201,153,74
193,103,917,298,106,93
193,128,-2513,194,142,68
194,103,917,298,106,93
194,128,-2641,186,131,63
195,103,917,298,106,93
195,128,-2769,178,120,58
196,103,917,298,106,93
196,128,-2897,170,109,53
197,103,917,298,107,93
197,128,-3025,162,98,47
198,103,917,298,107,93
198,128,-3153,155,87,41
199,103,917,298,107,93
199,128,-3281,147,76,36
200,103,917,298,106,93
200,128,-3408,139,64,31
201,103,916,298,107,93
201,128,-3536,131,53,26
202,103,916,299,107,91
202,128,-3664,124,42,20
203,103,916,299,107,91
203,128,-3792,116,31,15
204,103,915,297,109,93
204,128,-3920,108,20,10
205,103,915,297,109,93
206,103,915,297,109,93
207,103,915,297,109,94
208,103,915,297,109,94
209,103,915,297,109,94
210,103,915,297,109,94
211,103,915,297,109,94
212,103,916,297,108,94
213,103,916,297,108,94
214,103,916,297,108,94
215,103,916,297,108,94
216,103,916,297,108,94
217,103,916,297,108,94
218,103,916,297,108,94
219,103,916,297,108,94
220,103,916,297,108,94
221,103,916,297,108,94
222,103,916,297,108,94
223,103,916,297,108,94
224,103,916,297,108,94
225,103,916,297,108,94
226,103,915,297,110,94
227,103,915,297,110,95
228,103,916,297,108,94
229,103,916,298,108,93
230,103,916,298,107,93
231,103,916,298,107,92
232,103,916,299,107,91
233,103,916,299,107,91
234,103,916,299,107,91
235,103,916,299,107,91
236,103,916,299,107,91
237,103,917,299,106,91
238,103,917,299,106,91
239,103,917,299,106,91
240,103,917,299,106,91
241,103,917,299,106,91
242,103,917,299,106,91
243,103,917,300,106,90
244,103,917,300,106,90
245,103,917,300,106,90
246,103,917,300,105,90
247,103,917,300,105,90
248,103,917,300,105,90
249,103,917,300,105,90
250,103,918,300,104,90
251,103,918,300,104,90
252,103,918,300,104,90
253,103,918,300,104,90
254,103,918,301,104,89
255,103,918,301,104,89
256,103,918,301,104,89
257,103,918,301,104,89
258,103,915,299,108,91
259,103,915,298,109,93
260,103,915,298,108,93
261,103,916,298,107,91
261,134,827,427,394,161
262,103,916,298,107,91
262,134,645,414,384,157
263,103,915,298,109,92
263,134,475,407,367,150
264,103,915,298,109,92
264,134,314,398,353,145
265,103,915,297,109,93
265,134,164,390,338,139
266,103,915,297,109,93
266,134,23,382,327,134
267,103,915,297,109,93
267,134,-72,373,311,131
267,136,935,484,436,187
268,103,916,297,108,93
268,134,-208,364,301,128
268,136,723,464,433,187
269,103,916,297,108,93
269,134,-344,355,292,124
269,136,525,450,421,181
270,103,916,297,108,92
270,134,-481,347,282,119
270,136,343,438,406,175
271,103,916,296,108,93
271,134,-617,338,272,116
271,136,173,427,391,169
272,103,916,296,108,93
272,134,-754,330,263,111
272,136,17,418,375,162
273,103,916,296,108,93
273,134,-890,321,253,107
273,136,-82,409,348,155
274,103,916,296,109,93
274,134,-1027,313,244,103
274,136,-236,398,336,150
275,103,916,297,107,92
275,134,-1163,304,234,99
275,136,-390,387,326,145
276,103,914,295,111,95
276,134,-1300,295,225,95
276,136,-544,376,314,140
277,103,913,294,112,96
277,134,-1436,287,215,91
277,136,-698,365,302,134
278,103,915,296,109,94
278,134,-1573,278,206,87
278,136,-851,354,290,129
279,103,914,294,110,96
279,134,-1709,270,196,83
279,136,-1005,343,278,124
280,103,914,294,110,96
280,134,-1846,261,187,79
280,136,-1159,332,266,119
281,103,914,294,111,96
281,134,-1982,252,177,75
281,136,-1313,321,255,114
282,103,913,294,112,96
282,134,-2118,244,167,71
282,136,-1467,311,243,107
283,103,915,295,110,95
283,134,-2255,235,158,67
283,136,-1620,300,231,102
284,103,916,295,109,96
284,134,-2391,227,148,62
284,136,-1774,289,219,97
285,103,916,296,109,95
285,134,-2528,218,139,59
285,136,-1928,278,207,92
286,103,916,296,109,95
286,134,-2664,209,129,55
286,136,-2082,267,196,87
287,103,916,296,109,95
287,134,-2801,201,120,50
287,136,-2236,256,184,81
288,103,916,296,109,95
288,134,-2937,192,109,47
